order_id,customer,amount,date,status
ORD-000935,Susan Martinez,1119.04,2024-07-15,shipped
ORD-000936,Michael Garcia,573.96,2023-10-06,delivered
ORD-000937,Michael Johnson,17.75,2023-03-03,cancelled
ORD-000938,Patricia Smith,566.5,2023-08-13,cancelled
ORD-000939,Karen Rodriguez,222.33,2024-08-02,shipped
ORD-000940,John Garcia,147.99,2023-10-06,cancelled
ORD-000941,Jessica Brown,1644.12,2024-10-17,cancelled
ORD-000942,Linda Garcia,1965.51,2024-02-24,cancelled
ORD-000943,Karen Smith,1767.58,2023-10-28,shipped
ORD-000944,John Martinez,1290.24,2023-08-18,cancelled
ORD-000945,Elizabeth Brown,1490.91,2023-10-29,cancelled
ORD-000946,John Williams,883.38,2024-10-12,cancelled
ORD-000947,Sarah Brown,1757.11,2024-03-16,pending
ORD-000948,Patricia Williams,204.36,2024-06-29,cancelled
ORD-000949,John Miller,823.15,2023-07-15,pending
ORD-000950,James Jones,142.6,2023-05-13,cancelled
ORD-000951,Karen Jones,371.34,2024-04-28,cancelled
ORD-000952,Patricia Rodriguez,1873.77,2024-06-30,cancelled
ORD-000953,Mary Rodriguez,343.51,2024-02-09,delivered
ORD-000954,Karen Davis,1154.39,2023-04-29,pending
ORD-000955,Elizabeth Smith,200.4,2023-05-22,delivered
ORD-000956,James Martinez,1096.71,2023-08-15,delivered
ORD-000957,Jessica Smith,29345.85,2023-11-01,pending
ORD-000958,Robert Davis,1531.6,2023-01-12,cancelled
ORD-000959,Richard Martinez,84.79,2023-01-22,delivered
ORD-000960,Jennifer Garcia,620.53,2024-03-28,delivered
ORD-000961,Charles Rodriguez,1817.68,2023-09-05,cancelled
ORD-000962,Patricia Garcia,1546.05,2023-10-11,shipped
ORD-000963,Robert Williams,1725.59,2023-09-05,pending
ORD-000964,James Miller,421.4,2024-06-16,delivered
ORD-000965,Patricia Garcia,953.77,2024-11-02,shipped
ORD-000966,Thomas Johnson,895.35,2023-03-02,shipped
ORD-000967,Joseph Miller,407.94,2024-08-17,pending
ORD-000968,Susan Smith,1875.71,2024-08-20,pending
ORD-000969,William Rodriguez,1515.45,2023-07-06,delivered
ORD-000970,Michael Martinez,1775.94,2023-01-04,delivered
ORD-000971,Patricia Davis,1459.0,2023-07-07,pending
ORD-000972,David Brown,634.4,2024-03-17,delivered
ORD-000973,Jennifer Smith,664.2,2024-08-19,shipped
ORD-000974,Joseph Jones,990.33,2024-02-21,shipped
ORD-000975,Sarah Johnson,10303.31,2023-06-25,pending
ORD-000976,John Jones,871.5,2023-03-07,shipped
ORD-000977,Richard Miller,324.01,2023-09-28,pending
ORD-000978,Michael Garcia,1179.73,2024-03-27,cancelled
ORD-000979,Jennifer Martinez,282.33,2024-11-13,cancelled
ORD-000980,Michael Rodriguez,442.4,2024-09-21,shipped
ORD-000981,James Brown,1532.32,2023-02-15,pending
ORD-000982,Karen Smith,599.13,2023-11-08,pending
ORD-000983,James Brown,965.92,2023-05-17,cancelled
ORD-000984,Richard Brown,1955.75,2023-12-04,delivered
ORD-000985,Patricia Martinez,126.72,2023-12-07,cancelled
ORD-000986,William Martinez,954.73,2024-09-06,delivered
ORD-000987,Joseph Brown,451.68,2023-08-18,pending
ORD-000988,Thomas Rodriguez,1808.41,2023-08-15,delivered
ORD-000989,Karen Williams,1191.45,2024-03-09,cancelled
ORD-000990,Jennifer Rodriguez,73.42,2023-11-05,pending
ORD-000991,Mary Jones,363.85,2023-02-22,delivered
ORD-000992,Elizabeth Martinez,435.53,2024-04-15,pending
ORD-000993,John Rodriguez,1197.59,2023-06-07,cancelled
ORD-000994,Susan Davis,1532.25,2023-01-16,pending
ORD-000995,Elizabeth Williams,1000.53,2023-01-24,cancelled
ORD-000996,Barbara Jones,1871.79,2023-01-16,shipped
ORD-000997,Linda Jones,1454.7,2024-10-16,pending
ORD-000998,Mary Williams,23490.1,2023-12-07,delivered
ORD-000999,Charles Smith,1556.16,2024-11-22,shipped
ORD-001000,Jessica Smith,181.03,2024-07-30,cancelled
ORD-001001,James Johnson,1730.96,2024-11-24,shipped
ORD-001002,Linda Martinez,1509.85,2023-11-10,shipped
ORD-001003,William Williams,1967.74,2023-07-29,pending
ORD-001004,Jennifer Miller,514.71,2023-11-20,delivered
ORD-001005,Barbara Davis,534.03,2023-03-23,pending
ORD-001006,Patricia Brown,1012.94,2023-05-18,pending
ORD-001007,Charles Davis,354.72,2023-09-30,pending
ORD-001008,Jennifer Rodriguez,937.73,2023-03-16,shipped
ORD-001009,Michael Rodriguez,1037.22,2024-09-20,pending
ORD-001010,James Miller,34803.23,2023-05-06,delivered
ORD-001011,William Martinez,1887.02,2024-11-30,cancelled
ORD-001012,Charles Smith,1847.51,2024-08-27,shipped
ORD-001013,William Miller,211.47,2023-10-08,cancelled
ORD-001014,Barbara Smith,962.34,2024-11-11,delivered
ORD-001015,Thomas Jones,1359.3,2024-01-26,pending
ORD-001016,Barbara Rodriguez,918.24,2023-08-30,pending
ORD-001017,David Johnson,1896.41,2023-10-04,pending
ORD-001018,Karen Johnson,82.43,2024-06-11,shipped
ORD-001019,Patricia Miller,1115.36,2023-11-03,delivered
ORD-001020,Sarah Rodriguez,801.3,2024-05-18,shipped
ORD-001021,Robert Miller,273.92,2024-07-26,pending
ORD-001022,John Williams,512.62,2024-08-10,pending
ORD-001023,Robert Jones,932.93,2024-11-08,delivered
ORD-001024,Sarah Rodriguez,1682.75,2023-11-05,cancelled
ORD-001025,Joseph Johnson,1003.27,2023-03-04,delivered
ORD-001026,Joseph Miller,1353.89,2024-08-11,cancelled
ORD-001027,Barbara Miller,956.09,2024-09-10,cancelled
ORD-001028,John Smith,737.65,2023-01-21,pending
ORD-001029,Linda Miller,1872.85,2023-11-03,cancelled
ORD-001030,Jessica Williams,139.49,2023-04-02,delivered
ORD-001031,Richard Smith,348.54,2023-09-20,delivered
ORD-001032,Robert Davis,488.61,2024-03-16,cancelled
ORD-001033,Susan Jones,1814.91,2023-07-15,shipped
ORD-001034,Charles Garcia,1699.1,2024-07-28,delivered
ORD-001035,Susan Williams,1705.68,2024-07-25,pending
ORD-001036,Karen Jones,97.16,2024-09-22,cancelled
ORD-001037,Barbara Jones,67.01,2024-01-24,delivered
ORD-001038,Susan Brown,985.17,2023-07-26,delivered
ORD-001039,Michael Williams,559.67,2023-10-15,cancelled
ORD-001040,Sarah Smith,1602.48,2024-04-05,delivered
ORD-001041,Jessica Williams,699.56,2024-11-26,cancelled
ORD-001042,John Miller,1695.45,2023-05-18,cancelled
ORD-001043,Barbara Davis,1770.7,2024-09-13,cancelled
ORD-001044,Barbara Williams,423.0,2024-06-27,delivered
ORD-001045,Karen Davis,238.11,2024-03-08,pending
ORD-001046,Sarah Smith,1953.97,2023-02-19,shipped
ORD-001047,Robert Williams,274.1,2024-05-17,delivered
ORD-001048,Sarah Garcia,73.79,2024-04-08,delivered
ORD-001049,Mary Johnson,591.41,2023-08-14,delivered
ORD-001050,Richard Miller,1755.24,2023-01-10,shipped
ORD-001051,Thomas Rodriguez,1783.43,2023-02-07,shipped
ORD-001052,James Garcia,1586.14,2023-04-29,delivered
ORD-001053,Jennifer Rodriguez,32311.3,2024-04-23,cancelled
ORD-001054,Sarah Johnson,1673.36,2023-07-06,delivered
ORD-001055,John Jones,842.02,2024-08-14,shipped
ORD-001056,Karen Jones,1640.6,2024-11-21,delivered
ORD-001057,Elizabeth Rodriguez,1436.32,2024-03-19,shipped
ORD-001058,Jennifer Jones,1347.35,2023-03-25,cancelled
ORD-001059,Richard Brown,650.18,2024-11-23,pending
ORD-001060,Mary Rodriguez,1222.85,2024-03-14,cancelled
ORD-001061,James Jones,338.91,2024-09-07,pending
ORD-001062,Robert Davis,950.01,2024-01-03,delivered
ORD-001063,Michael Garcia,849.18,2024-10-10,pending
ORD-001064,Charles Williams,289.91,2023-05-01,delivered
ORD-001065,Richard Smith,996.6,2023-11-19,delivered
ORD-001066,Barbara Brown,704.35,2024-02-02,shipped
ORD-001067,Karen Miller,224.02,2024-02-10,cancelled
ORD-001068,James Brown,923.56,2023-06-09,pending
ORD-001069,Patricia Williams,5241.63,2024-06-01,pending
ORD-001070,Michael Brown,1323.69,2024-03-28,pending
ORD-001071,Robert Jones,358.45,2024-04-27,pending
ORD-001072,Patricia Johnson,293.9,2023-05-24,pending
ORD-001073,Robert Martinez,1796.12,2024-11-09,shipped
ORD-001074,Thomas Smith,1889.35,2024-03-12,pending
ORD-001075,Barbara Brown,1159.98,2023-03-15,delivered
ORD-001076,Richard Garcia,321.58,2024-07-18,delivered
ORD-001077,David Miller,114.95,2023-02-24,delivered
ORD-001078,Jessica Johnson,346.45,2023-04-21,pending
ORD-001079,Mary Rodriguez,1502.78,2024-09-30,delivered
ORD-001080,Joseph Johnson,157.78,2024-08-18,shipped
ORD-001081,Linda Rodriguez,650.84,2024-11-16,cancelled
ORD-001082,Linda Johnson,957.46,2024-10-13,pending
ORD-001083,James Williams,32.16,2024-06-30,shipped
ORD-001084,Mary Rodriguez,688.85,2023-11-10,pending
ORD-001085,Jennifer Brown,1492.51,2023-05-07,cancelled
ORD-001086,Susan Miller,150.33,2023-05-21,pending
ORD-001087,Patricia Garcia,579.28,2024-11-16,delivered
ORD-001088,Susan Garcia,1806.33,2024-07-29,delivered
ORD-001089,Robert Brown,344.39,2024-07-05,shipped
ORD-001090,Patricia Brown,437.4,2024-07-16,cancelled
ORD-001091,Sarah Johnson,1436.81,2023-09-29,cancelled
ORD-001092,Mary Johnson,1799.9,2024-03-23,pending
ORD-001093,Joseph Johnson,124.73,2023-07-13,shipped
ORD-001094,William Martinez,5754.4,2024-09-10,cancelled
ORD-001095,Jennifer Davis,987.83,2023-12-05,shipped
ORD-001096,Mary Garcia,995.6,2023-08-24,shipped
ORD-001097,Michael Jones,979.75,2023-08-07,delivered
ORD-001098,Mary Williams,738.95,2024-04-30,delivered
ORD-001099,Charles Jones,1914.03,2024-09-16,pending
ORD-001100,Elizabeth Johnson,992.92,2024-11-23,pending
ORD-001101,Sarah Rodriguez,325.18,2023-04-14,pending
ORD-001102,Sarah Williams,173.75,2023-04-18,pending
ORD-001103,Patricia Williams,1013.43,2024-03-30,pending
ORD-001104,Joseph Davis,94.04,2024-07-03,pending
ORD-001105,Jennifer Smith,109.3,2023-06-30,pending
ORD-001106,William Rodriguez,1338.53,2024-04-17,shipped
ORD-001107,John Smith,1045.02,2023-06-14,delivered
ORD-001108,Susan Miller,1137.59,2024-01-08,delivered
ORD-001109,Sarah Smith,770.07,2023-11-22,shipped
ORD-001110,James Williams,278.57,2024-07-22,shipped
ORD-001111,Thomas Smith,1753.3,2024-08-27,shipped
ORD-001112,Joseph Brown,848.74,2023-12-03,delivered
ORD-001113,William Martinez,732.66,2024-03-21,cancelled
ORD-001114,Jessica Jones,1095.05,2024-10-09,shipped
ORD-001115,Michael Miller,711.15,2024-08-15,delivered
ORD-001116,Robert Brown,179.1,2023-03-17,delivered
ORD-001117,Jessica Johnson,1373.27,2023-09-15,delivered
ORD-001118,Thomas Miller,863.22,2023-07-19,shipped
ORD-001119,Robert Smith,435.48,2023-03-21,delivered
ORD-001120,John Johnson,685.33,2024-04-12,shipped
ORD-001121,Thomas Williams,399.14,2023-03-10,shipped
ORD-001122,John Brown,305.61,2023-04-14,shipped
ORD-001123,Patricia Smith,118.68,2023-05-23,delivered
ORD-001124,Patricia Johnson,1140.85,2024-08-19,pending
ORD-001125,David Miller,1618.4,2023-08-20,delivered
ORD-001126,Karen Miller,312.21,2023-12-06,cancelled
ORD-001127,Barbara Johnson,988.87,2024-09-01,shipped
ORD-001128,Richard Smith,923.34,2024-06-27,cancelled
ORD-001129,Barbara Smith,904.97,2024-11-27,delivered
ORD-001130,Richard Johnson,535.21,2023-11-13,shipped
ORD-001131,Sarah Jones,1828.53,2023-11-19,cancelled
ORD-001132,Susan Jones,202.38,2024-02-24,pending
ORD-001133,Mary Williams,894.74,2024-09-03,shipped
ORD-001134,John Garcia,368.71,2023-05-05,shipped
ORD-001135,Thomas Jones,1499.1,2024-03-28,delivered
ORD-001136,Elizabeth Martinez,1085.21,2024-08-13,pending
ORD-001137,Susan Rodriguez,31308.65,2024-03-15,delivered
ORD-001138,Robert Rodriguez,532.21,2024-06-14,cancelled
ORD-001139,Elizabeth Johnson,1924.94,2024-04-22,cancelled
ORD-001140,Linda Garcia,1301.1,2023-12-10,pending
ORD-001141,William Rodriguez,1112.12,2024-11-12,cancelled
ORD-001142,John Brown,467.45,2023-04-29,pending
ORD-001143,William Martinez,404.55,2024-01-01,cancelled
ORD-001144,Karen Johnson,414.62,2023-01-05,delivered
ORD-001145,Karen Martinez,1854.13,2023-02-16,pending
ORD-001146,Linda Brown,52.13,2023-09-02,shipped
ORD-001147,Michael Williams,1308.92,2023-11-11,pending
ORD-001148,Patricia Miller,26377.85,2023-02-19,pending
ORD-001149,Karen Williams,568.91,2023-08-25,delivered
ORD-001150,Robert Smith,424.12,2023-10-28,shipped
ORD-001151,Thomas Garcia,1952.24,2023-06-08,shipped
ORD-001152,Linda Smith,1908.12,2024-02-29,cancelled
ORD-001153,Susan Johnson,145.4,2023-01-20,delivered
ORD-001154,Patricia Davis,1813.6,2023-06-29,delivered
ORD-001155,Patricia Smith,17106.92,2023-03-13,cancelled
ORD-001156,Thomas Martinez,603.47,2023-12-28,delivered
ORD-001157,Sarah Davis,83.08,2023-01-27,shipped
ORD-001158,Linda Williams,1439.97,2023-03-23,shipped
ORD-001159,Mary Garcia,1013.82,2024-11-17,shipped
ORD-001160,Charles Jones,1295.18,2024-08-13,shipped
ORD-001161,James Rodriguez,348.77,2023-09-15,pending
ORD-001162,William Miller,793.0,2023-02-23,pending
ORD-001163,Karen Garcia,949.6,2024-08-15,pending
ORD-001164,John Miller,39980.94,2024-01-13,shipped
ORD-001165,Patricia Smith,121.91,2023-05-14,delivered
ORD-001166,Elizabeth Brown,1018.95,2024-10-17,cancelled
ORD-001167,John Rodriguez,158.38,2024-06-15,cancelled
ORD-001168,Michael Brown,1346.91,2024-06-29,shipped
ORD-001169,Charles Rodriguez,1976.28,2023-05-20,pending
ORD-001170,Karen Rodriguez,1459.64,2023-11-20,pending
ORD-001171,Jennifer Williams,1215.57,2023-07-15,cancelled
ORD-001172,Michael Smith,316.11,2024-05-16,pending
ORD-001173,William Martinez,1564.44,2024-08-04,pending
ORD-001174,Barbara Garcia,1413.64,2024-02-18,cancelled
ORD-001175,William Martinez,1191.56,2023-11-23,shipped
ORD-001176,Jessica Martinez,442.78,2023-12-07,shipped
ORD-001177,Jennifer Miller,218.49,2024-02-16,delivered
ORD-001178,Barbara Rodriguez,1124.84,2024-09-04,pending
ORD-001179,Thomas Rodriguez,704.61,2024-03-30,cancelled
ORD-001180,Robert Rodriguez,735.79,2024-08-26,pending
ORD-001181,Mary Smith,1047.54,2024-02-25,pending
ORD-001182,David Brown,83.28,2023-04-08,pending
ORD-001183,Jennifer Johnson,39029.45,2024-08-05,pending
ORD-001184,James Smith,92.65,2023-06-27,cancelled
ORD-001185,Mary Martinez,1188.3,2024-08-24,shipped
ORD-001186,Charles Davis,391.21,2024-01-25,cancelled
ORD-001187,Linda Martinez,814.33,2024-10-21,cancelled
ORD-001188,William Williams,1582.62,2023-11-15,cancelled
ORD-001189,John Smith,1964.62,2023-07-22,shipped
ORD-001190,Richard Davis,1902.28,2024-07-14,pending
ORD-001191,Charles Williams,1712.43,2024-08-15,shipped
ORD-001192,Linda Miller,86.66,2023-08-19,cancelled
ORD-001193,Richard Johnson,1682.94,2024-02-06,cancelled
ORD-001194,Jessica Jones,1091.29,2023-04-29,shipped
ORD-001195,Linda Garcia,1467.96,2023-03-30,pending
ORD-001196,Michael Garcia,89.06,2023-03-20,delivered
ORD-001197,James Garcia,1839.7,2024-04-10,delivered
ORD-001198,David Rodriguez,1560.5,2023-01-25,cancelled
ORD-001199,Richard Smith,1618.76,2024-03-02,delivered
ORD-001200,Karen Johnson,533.84,2023-07-03,cancelled
ORD-001201,Robert Smith,1037.62,2024-11-30,cancelled
ORD-001202,Linda Jones,640.14,2023-01-07,cancelled
ORD-001203,Linda Davis,1167.06,2023-09-01,delivered
ORD-001204,Jennifer Brown,511.17,2024-06-20,pending
ORD-001205,Jennifer Martinez,960.57,2024-09-25,cancelled
ORD-001206,Richard Johnson,1698.08,2023-12-17,delivered
ORD-001207,Jessica Davis,58.44,2023-04-07,delivered
ORD-001208,Barbara Davis,693.64,2023-12-22,cancelled
ORD-001209,John Garcia,482.25,2023-10-02,shipped
ORD-001210,William Jones,1606.58,2024-01-10,shipped
ORD-001211,Charles Williams,233.26,2023-08-04,delivered
ORD-001212,Charles Williams,833.48,2024-08-03,delivered
ORD-001213,Susan Williams,1170.48,2023-11-26,cancelled
ORD-001214,Jessica Brown,1391.18,2024-09-24,shipped
ORD-001215,Thomas Martinez,21785.74,2024-04-23,pending
ORD-001216,David Davis,1508.93,2023-11-22,cancelled
ORD-001217,Patricia Smith,1510.92,2023-02-25,shipped
ORD-001218,Charles Jones,1403.63,2023-04-07,pending
ORD-001219,Mary Brown,1053.74,2024-06-22,shipped
ORD-001220,Sarah Johnson,85.6,2023-09-23,pending
ORD-001221,Charles Martinez,688.93,2023-05-07,delivered
ORD-001222,Susan Garcia,1563.71,2024-07-20,pending
ORD-001223,Robert Davis,712.82,2023-11-19,shipped
ORD-001224,Michael Brown,1580.63,2023-11-10,cancelled
ORD-001225,John Williams,251.76,2024-10-02,delivered
ORD-001226,Robert Johnson,27424.18,2024-01-13,shipped
ORD-001227,Jessica Jones,145.13,2023-05-25,cancelled
ORD-001228,Thomas Martinez,32891.86,2024-07-29,pending
ORD-001229,Mary Johnson,143.37,2023-02-26,shipped
ORD-001230,William Smith,1356.27,2024-09-22,delivered
ORD-001231,Jennifer Johnson,811.61,2024-02-12,delivered
ORD-001232,Patricia Martinez,1583.27,2023-10-08,cancelled
ORD-001233,Richard Jones,1483.98,2023-11-05,delivered
ORD-001234,Richard Davis,1939.24,2023-07-01,cancelled
ORD-001235,Mary Martinez,32797.24,2023-11-25,delivered
ORD-001236,Richard Smith,342.57,2024-05-27,cancelled
ORD-001237,William Martinez,314.58,2023-11-14,shipped
ORD-001238,Mary Johnson,1446.56,2024-12-01,cancelled
ORD-001239,Mary Miller,326.0,2024-07-01,pending
ORD-001240,William Miller,1574.93,2023-05-08,cancelled
ORD-001241,Robert Davis,1313.57,2023-06-18,cancelled
ORD-001242,James Brown,340.34,2024-02-08,pending
ORD-001243,Michael Miller,100.91,2023-06-02,cancelled
ORD-001244,Sarah Smith,1922.79,2024-03-05,pending
ORD-001245,Charles Martinez,625.27,2024-11-02,shipped
ORD-001246,Jessica Davis,857.32,2024-10-14,delivered
ORD-001247,Joseph Johnson,1495.54,2023-05-25,cancelled
ORD-001248,Richard Jones,1154.17,2024-11-03,delivered
ORD-001249,Thomas Garcia,1996.17,2024-09-19,cancelled
ORD-001250,Linda Miller,919.35,2023-03-20,delivered
ORD-001251,Karen Davis,464.85,2023-07-31,pending
ORD-001252,Susan Martinez,1924.11,2024-11-25,delivered
ORD-001253,Jessica Williams,594.17,2024-03-14,shipped
ORD-001254,Susan Brown,303.43,2024-08-27,delivered
ORD-001255,James Davis,119.68,2024-06-25,cancelled
ORD-001256,Mary Garcia,644.53,2024-09-06,pending
ORD-001257,John Williams,392.27,2024-07-22,cancelled
ORD-001258,Robert Williams,1697.37,2023-08-28,delivered
ORD-001259,Karen Jones,1968.96,2024-04-04,shipped
ORD-001260,James Johnson,570.09,2024-09-10,delivered
ORD-001261,Mary Rodriguez,845.39,2023-12-03,delivered
ORD-001262,Robert Johnson,1778.14,2023-04-20,cancelled
ORD-001263,Jennifer Miller,1179.14,2024-01-11,pending
ORD-001264,John Davis,251.43,2024-11-02,pending
ORD-001265,Joseph Miller,1916.46,2024-04-24,cancelled
ORD-001266,David Jones,550.57,2024-02-25,cancelled
ORD-001267,William Garcia,1588.26,2023-11-16,cancelled
ORD-001268,William Williams,538.22,2023-11-01,pending
ORD-001269,Mary Davis,301.64,2024-10-22,pending
ORD-001270,Karen Rodriguez,1829.93,2024-10-28,cancelled
ORD-001271,Elizabeth Miller,1070.27,2023-06-23,shipped
ORD-001272,Thomas Miller,1176.75,2023-11-06,pending
ORD-001273,Karen Miller,1970.69,2023-06-09,delivered
ORD-001274,Linda Martinez,1813.22,2024-09-21,delivered
ORD-001275,Robert Davis,1482.75,2024-02-20,delivered
ORD-001276,Sarah Garcia,1261.19,2023-04-28,cancelled
ORD-001277,Richard Johnson,628.59,2024-09-21,cancelled
ORD-001278,Patricia Martinez,1883.82,2024-01-26,pending
ORD-001279,Jessica Miller,1794.55,2023-05-28,delivered
ORD-001280,Sarah Brown,312.24,2023-08-28,cancelled
ORD-001281,Sarah Brown,291.25,2023-12-06,delivered
ORD-001282,Joseph Miller,803.51,2023-10-19,shipped
ORD-001283,Robert Smith,781.24,2024-09-01,cancelled
ORD-001284,Richard Williams,426.4,2023-08-22,pending
ORD-001285,Charles Martinez,881.94,2023-06-14,pending
ORD-001286,Joseph Williams,995.67,2024-04-06,delivered
ORD-001287,Linda Jones,1607.06,2023-01-28,shipped
ORD-001288,Linda Rodriguez,1800.69,2024-06-06,delivered
ORD-001289,Barbara Smith,1645.33,2024-10-12,delivered
ORD-001290,Joseph Williams,12.73,2024-11-21,shipped
ORD-001291,Barbara Rodriguez,283.62,2023-04-22,pending
ORD-001292,Susan Martinez,1628.54,2024-08-02,delivered
ORD-001293,Thomas Jones,646.4,2023-01-02,shipped
ORD-001294,James Johnson,310.66,2024-06-24,pending
ORD-001295,Mary Brown,318.06,2024-11-26,delivered
ORD-001296,Karen Garcia,818.6,2023-03-13,cancelled
ORD-001297,Barbara Davis,1021.92,2023-12-26,delivered
ORD-001298,Robert Smith,1603.23,2023-05-28,delivered
ORD-001299,John Williams,1920.72,2023-04-18,delivered
ORD-001300,William Johnson,306.12,2023-02-11,cancelled
ORD-001301,Susan Williams,855.17,2024-05-26,pending
ORD-001302,Charles Davis,1400.0,2023-07-13,cancelled
ORD-001303,Jennifer Rodriguez,400.38,2024-05-04,cancelled
ORD-001304,Elizabeth Martinez,1470.2,2023-08-08,shipped
ORD-001305,Joseph Rodriguez,1374.43,2023-11-21,cancelled
ORD-001306,Jennifer Davis,286.16,2024-08-20,pending
ORD-001307,John Smith,591.28,2024-05-02,pending
ORD-001308,Karen Brown,1106.97,2023-01-22,pending
ORD-001309,James Smith,1561.36,2024-01-05,pending
ORD-001310,Jennifer Garcia,1499.05,2023-12-03,delivered
ORD-001311,Mary Smith,976.64,2024-10-27,cancelled
ORD-001312,Joseph Williams,1528.86,2024-11-04,pending
ORD-001313,Sarah Garcia,27196.48,2024-03-08,pending
ORD-001314,Barbara Davis,563.33,2024-10-03,delivered
ORD-001315,Elizabeth Miller,648.35,2024-02-23,cancelled
ORD-001316,Michael Johnson,1471.42,2023-01-03,cancelled
ORD-001317,Mary Davis,370.87,2023-08-14,cancelled
ORD-001318,John Johnson,1057.19,2023-03-21,delivered
ORD-001319,Jessica Johnson,1733.03,2023-06-25,shipped
ORD-001320,James Jones,280.78,2024-04-07,cancelled
ORD-001321,Charles Davis,217.89,2023-01-18,cancelled
ORD-001322,Jessica Smith,299.11,2024-07-28,delivered
ORD-001323,James Brown,1571.01,2023-02-02,pending
ORD-001324,Robert Miller,1964.17,2023-10-11,shipped
ORD-001325,Richard Jones,1404.86,2024-07-01,delivered
ORD-001326,Elizabeth Smith,946.14,2023-07-05,pending
ORD-001327,Barbara Martinez,1333.37,2023-03-19,shipped
ORD-001328,Elizabeth Williams,854.49,2024-06-28,cancelled
ORD-001329,Jennifer Garcia,1327.92,2024-08-17,cancelled
ORD-001330,John Martinez,1431.92,2023-08-05,delivered
ORD-001331,Linda Garcia,950.19,2023-03-20,delivered
ORD-001332,Robert Smith,1163.46,2023-04-05,cancelled
ORD-001333,Linda Davis,574.0,2023-08-13,pending
ORD-001334,William Jones,1751.39,2024-11-27,delivered
ORD-001335,James Garcia,446.93,2024-02-13,cancelled
ORD-001336,Susan Martinez,294.16,2024-01-18,cancelled
ORD-001337,James Williams,1848.5,2023-01-01,pending
ORD-001338,Robert Jones,808.22,2023-07-18,delivered
ORD-001339,Patricia Rodriguez,37558.32,2024-06-23,cancelled
ORD-001340,Robert Brown,1038.6,2024-05-21,delivered
ORD-001341,Mary Jones,681.88,2024-07-17,cancelled
ORD-001342,Michael Rodriguez,263.49,2024-06-10,pending
ORD-001343,John Brown,1261.0,2024-05-08,cancelled
ORD-001344,David Johnson,1756.25,2024-04-24,delivered
ORD-001345,Sarah Martinez,1853.18,2023-12-08,pending
ORD-001346,Linda Miller,1545.18,2023-11-01,cancelled
ORD-001347,Thomas Martinez,149.46,2024-08-17,shipped
ORD-001348,Elizabeth Davis,958.48,2023-10-12,pending
ORD-001349,Jessica Davis,1610.99,2023-07-19,cancelled
ORD-001350,William Martinez,839.11,2024-07-20,cancelled
ORD-001351,William Garcia,1932.81,2024-05-03,cancelled
ORD-001352,Charles Miller,60.81,2023-08-22,pending
ORD-001353,Patricia Williams,384.11,2023-02-23,pending
ORD-001354,Robert Martinez,923.58,2023-05-31,cancelled
ORD-001355,Elizabeth Johnson,28.61,2023-10-05,delivered
ORD-001356,Joseph Smith,228.19,2024-01-19,delivered
ORD-001357,Joseph Smith,346.0,2023-12-26,cancelled
ORD-001358,Jennifer Miller,1889.12,2023-10-27,delivered
ORD-001359,Joseph Brown,1223.14,2024-02-10,shipped
ORD-001360,Richard Smith,1581.27,2024-09-30,pending
ORD-001361,Elizabeth Johnson,553.44,2024-10-08,shipped
ORD-001362,Sarah Jones,499.78,2023-09-25,pending
ORD-001363,Joseph Smith,1024.87,2024-07-26,pending
ORD-001364,John Williams,48654.18,2023-10-01,delivered
ORD-001365,Barbara Brown,1948.68,2024-01-13,cancelled
ORD-001366,Joseph Miller,482.91,2023-03-10,shipped
ORD-001367,Jennifer Garcia,1406.16,2024-11-16,shipped
ORD-001368,Michael Johnson,785.57,2024-09-06,cancelled
ORD-001369,Patricia Martinez,272.36,2023-03-06,shipped
ORD-001370,Barbara Jones,1137.56,2024-01-30,shipped
ORD-001371,William Davis,1678.87,2024-08-07,shipped
ORD-001372,William Davis,1563.44,2023-06-12,cancelled
ORD-001373,Jennifer Brown,19241.33,2023-01-09,pending
ORD-001374,Elizabeth Johnson,1371.82,2023-06-09,delivered
ORD-001375,Richard Rodriguez,380.23,2023-10-31,delivered
ORD-001376,Sarah Jones,932.44,2023-01-02,cancelled
ORD-001377,James Jones,1463.03,2024-07-24,delivered
ORD-001378,Jennifer Brown,48418.77,2023-01-18,delivered
ORD-001379,Susan Rodriguez,714.49,2023-07-28,cancelled
ORD-001380,Charles Miller,625.93,2023-05-15,cancelled
ORD-001381,James Rodriguez,488.12,2024-05-05,cancelled
ORD-001382,William Brown,1781.14,2024-02-29,shipped
ORD-001383,Mary Miller,1935.98,2024-07-19,delivered
ORD-001384,Jessica Rodriguez,1132.85,2023-07-03,shipped
ORD-001385,Richard Miller,1220.75,2024-11-26,pending
ORD-001386,Richard Davis,1521.77,2024-03-26,delivered
ORD-001387,Michael Rodriguez,1227.7,2023-02-10,pending
ORD-001388,Robert Brown,588.66,2024-05-04,shipped
ORD-001389,Patricia Williams,749.1,2024-04-13,pending
ORD-001390,John Brown,983.11,2023-12-15,delivered
ORD-001391,Sarah Davis,1938.24,2024-02-22,shipped
ORD-001392,Joseph Jones,678.29,2024-03-02,cancelled
ORD-001393,Linda Brown,906.77,2024-10-19,cancelled
ORD-001394,Joseph Martinez,367.47,2023-08-02,shipped
ORD-001395,Susan Brown,1624.89,2024-04-01,delivered
ORD-001396,Joseph Jones,1216.02,2024-03-10,shipped
